"hit number","corpus","tokens","lemmas","text_title","text_date","text_time","text_sect","text_sub","text_user","sentence_id","text_urlmsg","text_urlboard","licence","date","total hits","Korp URL","params"
"887","S24","15 Voi tulla myös puhelin varmistus missä on kirjain ja numero mitkä pitää antaa pankin sivulle .","15 voida tulla myös puhelin varmistus mikä olla kirjain ja numero mikä pitää antaa pankki sivu .","""Tililtä maksaminen ei onnistu""","2.10.2013","22:36","Talous","Pankit","Aina käynyt","4199668","http://keskustelu.suomi24.fi/t/11755631#comment-63806219","http://keskustelu.suomi24.fi/t/11755631","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"888","S24","Yleensä siihen lisätään vielä ns. 0.06 lisä , eli jos työmatkasi ylittävät tietyn pituuden , saat kilometriä kohti vielä 0.06 senttiä , joka tosin on verotettavaa tuloa , sillä nimittäin korvataan työmatkaan kulutettua aikaa .","yleensä se lisätä vielä ns. 0.06 lisä , eli jos työmatka ylittää tietty pituus , saada kilometri kohti vielä 0.06 sentti , joka tosin olla verottaa tulo , sillä nimittäin korvata työmatka kuluttaa aika .","metsänistutus palkka!!?","14.1.2014","15:38","Talous","Metsänhoito","Tilhi oksalta","30669","http://keskustelu.suomi24.fi/t/11782071#comment-65614604","http://keskustelu.suomi24.fi/t/11782071","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"889","S24","- Voit lainata jotain jopa $ 49,999,999.99 USD - Hyväksy edullinen korko 4% - Voit valita 1 ja 20 Years takaisinmaksuun .","- voida lainata jokin jopa $ 49,999,999.99 USD - hyväksyä edullinen korko 4% - voida valita 1 ja 20 Years takaisinmaksu .","Uusin vippi paikka josta irtoo luottotiedottomalle","9.10.2014","00:39","Talous","Pikavipit","Alvan Robert","2059368","http://keskustelu.suomi24.fi/t/11027952#comment-71516882","http://keskustelu.suomi24.fi/t/11027952","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"890","S24","Nyt sitten väännetään rahojen palauttamisesta mutta vaikeaa tuntuu olevan .","nyt sitten vääntää raha palauttaa mutta vaikea tuntua olla .","Superkauppa.fi kokemuksia?","13.2.2011","12:09","Talous","Shoppailu","Xz","502593","http://keskustelu.suomi24.fi/t/9441771#comment-48082014","http://keskustelu.suomi24.fi/t/9441771","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"891","S24","Tuollaiset tukimukset ovat toki mukavia lukea , mutta ei niiden perusteella voida edes epäsuorasti esittää nykyistä tukipolitiikkaa oikeutetuksi "" , Jopa_vain No kerro sinä viimenkin millä päättäjät sitten oikeutavat ne .","tuollainen tukimukset olla toki mukava lukea , mutta ei niisi peruste voida edes epäsuorasti esittää nykyinen tukipolitiikka oikeutettu "" , Jopa_vain no kertoa sinä viimenkin mikä päättäjä sitten oikeutavat se .","Vihakirjoituksille oikea osoite","25.11.2012","20:21","Talous","Maataloustuki","jegyl,,","8070151","http://keskustelu.suomi24.fi/t/10342920#comment-58531761","http://keskustelu.suomi24.fi/t/10342920","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"892","S24","sit meitä toisen laisia nimitetään , loisiks purkuiks ja vaikka miksi .","sit minä toinen lainen nimittää , loisia purkuiks ja vaikka miksi .","Pultsari vuokralaiseksi?","19.12.2011","15:08","Talous","Kiinteistöt","artturi reinikainen","2098730","http://keskustelu.suomi24.fi/t/10318196#comment-52697344","http://keskustelu.suomi24.fi/t/10318196","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"893","S24","Kirvesrinnoilla on marraskuusta lähtien kaksi voittoa 14 ottelusta - tosin ei yhtään kolmen pisteen pottia .","kirvesrinta olla marraskuu lähtien kaksi voitto 14 ottelu - tosin ei yhtään kolme piste potti .","onecoin","14.10.2014","12:59","Talous","Valuutat","Asiatjonähnyt","256378","http://keskustelu.suomi24.fi/t/12706199#comment-71803457","http://keskustelu.suomi24.fi/t/12706199","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"894","S24","Ja seuraintalolla kun häitä tanssittiin notkui lattia jalkain alla jenkan tahdissa nyt on piha ruohottunut vuoto katossa ja rikki kivitetty joka ainoo ikkuna Esikoiset aikoinaan läksi herroiks oppimaan eivät siltoja polttaneet vaan maan takanaan Poikakulta tuli käymään stadista saunan jälkeen kammarissa juotiin tuliaisia lyötiin kättä päälle pannaan metsät lappeelleen ja rahat pannaan nousukauden pörssibisnekseen Esikoiset aikoinaan läksi herroiks oppimaan isät äidit jäivät asemille möykky rinnassaan Esikoiset aikoinaan läksi herroiks oppimaan eivät siltoja polttaneet vaan maan Ei tuo tuuli enää pellolta paskanhajua on tupa kylmillään ja tyhjä navetta piha ruohottunut vuoto katossa ja rikki kivitetty joka ainoo ikkuna Esikoiset aikoinaan läksi herroiks oppimaan eivät siltoja polttaneet vaan maan takanaan","ja seuraintalo kun hää tanssia notkua lattia jalka alla jenkka tahti nyt olla piha ruohottua vuoto katto ja rikki kivittää joka ainoo ikkuna esikoinen aika lähteä herroiks oppia ei silta polttaa vaan maa takana poikakulta tulla käydä stadi sauna jälkeen kammarissa juoda tuliainen lyödä käsi päälle panna metsä lape ja raha panna nousukausi pörssibisnes esikoinen aika lähteä herroiks oppia isä äiti jäädä asema möykky rinta esikoinen aika lähteä herroiks oppia ei silta polttaa vaan maa ei tuo tuuli enää pelto paskahaju olla tupa kylmä ja tyhjä navetta piha ruohottua vuoto katto ja rikki kivittää joka ainoo ikkuna esikoinen aika lähteä herroiks oppia ei silta polttaa vaan maa takana","Haiseeko maalaiset navetalle AINA?","10.12.2013","18:43","Talous","Yleistä maataloudesta","Runollista..","6711695","http://keskustelu.suomi24.fi/t/11880531#comment-65008627","http://keskustelu.suomi24.fi/t/11880531","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"895","S24","Ja jos lampaat ovat niin lempeitä ja ihania lemmikkejä niin voisiko niitä opettaa hyppäämään esteitä =)","ja jos lammas olla niin lempeä ja ihana lemmikki niin voida se opettaa hypätä este =)","Lampaat lemmikkinä","25.12.2011","16:26","Talous","Maatilan eläimet","Lampaista innostunut","994796","http://keskustelu.suomi24.fi/t/1264491#comment-52784257","http://keskustelu.suomi24.fi/t/1264491","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"896","S24","Siispä meno jatkuu suunnilleen entisellään kunnes lainahanat menevät kiinni ja säästöt tehdään pakon edessä .","siis meno jatkua suunnilleen entisellään kunnes lainahana mennä kiinni ja säästö tehdä pakko edessä .","Kaltaisen ja Urpolaisen hallitus tuhoaa Suomen!","3.1.2014","06:26","Talous","Yleistä taloudesta","Muitakaan ei ole","8748393","http://keskustelu.suomi24.fi/t/11965229#comment-65394349","http://keskustelu.suomi24.fi/t/11965229","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"897","S24","me tuotamme 660 000 l vuodessa liikevaihto noin 380 000. tilan tulos ennen veroja kahden ihmisen palkka 40 000 eli emäntä 20 000 ja isäntä 20 000. tästä veroja noin 15 pros putin pakote 660 000litraa x 0,06sent on 39 600 eli koko palkka meni .","minä tuottaa 660 000 l vuosi liikevaihto tuo 380 000. tila tulos ennen vero kaksi ihminen palkka 40 000 eli emäntä 20 000 ja isäntä 20 000. tämä vero tuo 15 pros putti pakote 660 000litraa x 0,06sent olla 39 600 eli koko palkka mennä .","Paljon maidontuottajat kärsii?","20.11.2014","22:08","Talous","Yleistä maataloudesta","palkkanolla","5346759","http://keskustelu.suomi24.fi/t/12962739#comment-73836750","http://keskustelu.suomi24.fi/t/12962739","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"898","S24","Jos kirjoittaa valheellisia arvioita niin kannattaa edes yrittää kirjoittaa uskottavasti .","jos kirjoittaa valheellinen arvio niin kannattaa edes yrittää kirjoittaa uskottavasti .","Datava surkea verkkokauppa!","14.8.2014","21:27","Talous","Kuluttajansuoja","xmnxn3889","475458","http://keskustelu.suomi24.fi/t/11116502#comment-69347278","http://keskustelu.suomi24.fi/t/11116502","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"899","S24","Jos voittajat ovat aitoja niin mikään yritys ei voi toimi tuollaisilla tappiolla !!!","jos voittaja olla aita niin mikään yritys ei voida toimia tuollainen tappio !!!","Lahjahuuto.fi","5.4.2013","13:52","Talous","Huutokaupat ja nettihuutokaupat","Tyvi laho","2072762","http://keskustelu.suomi24.fi/t/11271976#comment-60900173","http://keskustelu.suomi24.fi/t/11271976","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"900","S24","Olkaapas varovaisia näiden liikkeiden arvostelussa .","olla varovainen tämä liike arvostelu .","Healthzone","27.9.2011","19:25","Talous","Kuluttajansuoja","Olen asiakas","4104106","http://keskustelu.suomi24.fi/t/10075811#comment-51416917","http://keskustelu.suomi24.fi/t/10075811","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"901","S24","jollonka noista poliisijutuista voi mennä välit poikki , jollonka rahojen takasin saaminen on vieläkin vaikeampi juttu ...","jollonka tuo poliisijuttu voida mennä väli poikki , jollonka raha taata saaminen olla vieläkin vaikea juttu ...","Ystävälaina. onko kokemusta kellään?","3.2.2013","13:05","Talous","Lainat ja velka","rshsfjdtj","3821253","http://keskustelu.suomi24.fi/t/10660483#comment-59800319","http://keskustelu.suomi24.fi/t/10660483","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"902","S24","kyllä minä olen ihan todellinen henkilö enkä mikään enkeli mutta ehkä pian .","kyllä minä olla ihan todellinen henkilö ei mikään enkeli mutta ehkä pian .","ulosottoon kaikki","16.4.2014","01:04","Talous","Lainat ja velka","sitäsaamitätilaa","3251313","http://keskustelu.suomi24.fi/t/12171549#comment-67304909","http://keskustelu.suomi24.fi/t/12171549","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"903","S24","kahtena eri päivänä tuli viesti : rattaat on nyt postissa ..","kaksi eri päivä tulla viesti : ratas olla nyt posti ..","Tori.fi  huijausta","26.7.2012","07:29","Talous","Kirpputorit","sadepäivä","2112231","http://keskustelu.suomi24.fi/t/10312502#comment-56374829","http://keskustelu.suomi24.fi/t/10312502","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"904","S24","Samaten liian pieniä vaatteita olen ostanut pilvin pimein .","samaten liian pieni vaate olla ostaa pilvi pimeä .","Mikä on älyttömin ostoksenne koskaan?","1.9.2011","09:50","Talous","Shoppailu","8k3,s","4146923","http://keskustelu.suomi24.fi/t/10075540#comment-51023649","http://keskustelu.suomi24.fi/t/10075540","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"905","S24","ei siitä haittaakaan ole ja on siitä hyötyä kuitenkin esim. palvelumaksujen alentumisen johdosta .","ei se haitta olla ja olla se hyöty kuitenkin esim. palvelumaksu alentua johdosta .","osuuspankin jäsenyys","1.10.2010","22:14","Talous","Pankit","ihan hyvä diili","4195617","http://keskustelu.suomi24.fi/t/9361189#comment-46104828","http://keskustelu.suomi24.fi/t/9361189","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"906","S24","Jättää vain itse puolustajasta kovin junttimaisen kuvan kun ei osaa perustella .","jättää vain itse puolustaja kovin junttimainen kuva kun ei osata perustella .","Sama tuote: Expertillä 99€, Zinzinolla 249€","20.10.2012","11:18","Talous","Verkostomarkkinointi","PerusteetonJuntti:)","2054775","http://keskustelu.suomi24.fi/t/10512945#comment-57865492","http://keskustelu.suomi24.fi/t/10512945","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"907","S24","Jep , vakuutuksista en neuvoisi tinkimään .","jep , vakuutus ei neuvoa tinkiä .","Mistä voisin vielä säästää?","22.10.2014","20:07","Talous","Yleistä taloudesta","vakuutusss","2094476","http://keskustelu.suomi24.fi/t/12635285#comment-72245763","http://keskustelu.suomi24.fi/t/12635285","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"908","S24","Tämä on tapahtunut maailman tekstiiliteollisuuden yritys Wakefield , ja pakkaus ja pinnoitteet voimanpesä pilari , mutta se on myös tapahtunut Fortune 100 yrityksiä , jotka emme voi nimetä , koska salassapito sopimukset ja yritysten kanssa autoteollisuuden .","tämä olla tapahtua maailma tekstiiliteollisuus yritys Wakefield , ja pakkaus ja pinnoite voimapesä pilari , mutta se olla myös tapahtua Fortune 100 yritys , joka ei voida nimetä , koska salassapito sopimus ja yritys kanssa autoteollisuus .","Etsitkö todennäkösistä edullista osaketta jolla nousupotentiaali","3.12.2014","23:04","Talous","Osakevinkit","max nousua","251807","http://keskustelu.suomi24.fi/t/12408465#comment-74581737","http://keskustelu.suomi24.fi/t/12408465","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"909","S24","Vielä muutama vuosi sitten määräaikaisestakin saatavat korvauksetkin olivat verovapaita .","vielä muutama vuo sitten määräaikainen saada korvaus olla verovapaa .","Kannattaako suojella??","4.9.2014","18:56","Talous","Metsänhoito","","1365900","http://keskustelu.suomi24.fi/t/12444833#comment-69748925","http://keskustelu.suomi24.fi/t/12444833","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"910","S24","http://tinyurl.com/qgvemsj Bitcoineja tekemällä sivuilta kyselyitä ym. http://tinyurl.com/pybw2h4 Samanlainen sivu kuin yllä oleva http://www.iwantfreebitcoins.com/131973 Ilmaiseksi pieni määrä bitcoineja pari kertaa päivässä .","http://tinyurl.com/qgvemsj Bitcoineja tehdä sivu kysely ym. http://tinyurl.com/pybw2h4 samanlainen sivu kuin yllä olla http://www.iwantfreebitcoins.com/131973 ilmainen pieni määrä bitcoineja pari kerta päivä .","Miten tehdä oikeasti rahaa netissä?","24.3.2014","14:55","Talous","Yrittäjyys","Bitcoin testailua","2068284","http://keskustelu.suomi24.fi/t/11221056#comment-66892072","http://keskustelu.suomi24.fi/t/11221056","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"911","S24","Ne toimii provikalla .","se toimia provikalla .","Provea Tono huijausta","17.3.2008","11:00","Talous","Kuluttajansuoja","helppoa","4099692","http://keskustelu.suomi24.fi/t/4623850#comment-29379782","http://keskustelu.suomi24.fi/t/4623850","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"912","S24","Mutta 30% on myks korkea summa kerättäksi , eikä sitä saa aliarvioida tai omapääomaa ei ole koskaan liikaa .","mutta 30% olla myks korkea summa kerättäksi , ei se saada aliarvioida tai omapääoma ei olla koskaan liikaa .","Liian suuri asuntolaina?","14.10.2014","17:23","Talous","Lainat ja velka","ei liikaa","3246952","http://keskustelu.suomi24.fi/t/12710603#comment-71817101","http://keskustelu.suomi24.fi/t/12710603","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"913","S24","Nyt jos ja kun tulee lähimaksuominaisuus kortteihin , pitää taas alkaa tarkkailla E xc","nyt jos ja kun tulla lähimaksuominaisuus korte , pitää taas alkaa tarkkailla E xc","Lähimaksukortti Danske Bank","21.9.2014","13:43","Talous","Maksukortit","19","2107435","http://keskustelu.suomi24.fi/t/12475070#comment-70584161","http://keskustelu.suomi24.fi/t/12475070","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"914","S24","niin mitä muutakaan voi kahden tuollaisen pässin touhusta olla mieltä kuin sitä että saa juurikin sitä mitä on tilattu , ja se on oikein .","niin mikä muu voida kaksi tuollainen pässi touhu olla mieli kuin se että saada juuri se mikä olla tilata , ja se olla oikein .","yhteinen asuntolaina ja erotilanne","6.7.2014","22:55","Talous","Yleistä taloudesta","jaa jaa jaa","8019141","http://keskustelu.suomi24.fi/t/12338028#comment-68712050","http://keskustelu.suomi24.fi/t/12338028","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"915","S24","Toisin kuin energia juomissa on runsaasti valkoista sokeria Lihottavat ja muita lisäaineita , vaarallisia .","toisin kuin energia juoma olla runsaasti valkoinen sokeri lihottaa ja muu lisäaine , vaarallinen .","Uusi tulokas - Vemma!","14.6.2013","22:16","Talous","Verkostomarkkinointi","Käyttäjä","2050537","http://keskustelu.suomi24.fi/t/8926777#comment-61996379","http://keskustelu.suomi24.fi/t/8926777","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"916","S24","Tuntuu , että kädet kuin pioneerilla , voi työntää kädet saappaisiin asti ..","tuntua , että käsi kuin pioneeri , voida työntää käsi saapas asti ..","Stihlin kylmäkäynnistys","7.4.2014","17:34","Talous","Metsäkoneet","näreenkarvainen","1003692","http://keskustelu.suomi24.fi/t/12144998#comment-67150435","http://keskustelu.suomi24.fi/t/12144998","CC BY-NC (CLARIN PUB)","2019-03-02 16:12:31","3930858","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Talous%22%5D","corpus=S24; cqp=[_.text_sect = ""Talous""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
